seller_state,seller_id,orders,gmv,avg_order_gmv
PR,522620dcb18a6b31cd7bdf73665113a9,174,61829.810000000005,355.34373563218395
MG,25c5c91f63607446a97b143d2d535d31,158,61679.33,390.37550632911393
SP,17e34d8224d27a541263c4c64b11a56b,255,61603.20000000001,241.58117647058828
SP,37be5a7c751166fbc5f8ccba4119e043,272,61433.880000000034,225.8598529411766
SP,ceaec5548eefc6e23e6607c5435102e7,203,59249.020000000004,291.86709359605914
SP,b2ba3715d723d245138f291a6fe42594,337,58173.02000000002,172.6202373887241
SP,17f51e7198701186712e53a39c564617,56,57812.43,1032.3648214285715
SP,f5a590cf36251cf1162ea35bef76fe84,117,57440.94,490.94820512820513
PR,77530e9772f57a62c906e1c21538ab82,320,55063.990000000005,172.07496875
SP,8160255418d5aaa7dbdc9f4c64ebda44,385,54871.50000000002,142.5233766233767
SP,ea8482cd71df3c1969d7b9473ff13abc,1146,54722.29000000009,47.75068935427582
RJ,e882b2a25a10b9c057cc49695f222c19,57,53913.76,945.8554385964912
SP,4e922959ae960d389249c378d1c939f5,420,53304.750000000015,126.91607142857146
SP,e9779976487b77c6d4ac45f75ec7afe9,657,53302.660000000025,81.13038051750384
SP,966cb4760537b1404caedd472cc610a5,75,52935.869999999995,705.8115999999999
RJ,2bf6a2c1e71bbd29a4ad64e6d3c3629f,30,51629.490000000005,1720.9830000000002
SP,4d6d651bd7684af3fffabd5f08d12e5a,369,51486.30999999999,139.5292953929539
SP,c826c40d7b19f62a09e2d7c5e7295ee2,354,51217.22,144.68141242937853
SP,d91fb3b7d041e83b64a00a3edfb37e4f,535,50180.51000000002,93.79534579439256
SP,391fc6631aebcf3004804e51b40bcf1e,526,50142.829999999965,95.32857414448662
SP,17a053fcb14bd219540cbde0df490be0,125,49531.56999999999,396.25255999999996
PR,c3cfdc648177fdbbbb35635a37472c53,278,49127.81,176.71874100719424
MA,06a2c3af7b3aee5d69171b0e14f0ee87,392,48550.240000000005,123.8526530612245
SP,850f4f8af5ea87287ac68de36e29107f,187,48469.770000000004,259.19663101604283
SP,b33e7c55446eabf8fe1a42d037ac7d6d,152,47710.24000000001,313.88315789473694
SC,eeb6de78f79159600292e314a77cbd18,83,46795.28,563.7985542168675
SC,712e6ed8aa4aa1fa65dab41fed5737e4,79,46704.130000000005,591.1915189873419
SP,2eb70248d66e0e3ef83659f71b244378,202,45860.100000000006,227.03019801980201
SP,ba90964cff9b9e0e6f32b23b82465f7b,38,45523.5,1197.9868421052631
RJ,634964b17796e64304cadf1ad3050fb7,268,45420.53000000003,169.4795895522389
SP,7142540dd4c91e2237acb7e911c4eba2,319,44289.15999999999,138.83749216300936
SP,834f3294fba9f932f56edc879193f925,66,44207.42,669.8093939393939
SP,b839e41795b7f3ad94cc2014a52f6796,33,43749.93,1325.7554545454545
SP,c3867b4666c7d76867627c2f7fb22e21,245,42197.18000000001,172.23338775510206
SP,1835b56ce799e6a4dc4eddc053f04066,423,42086.15999999999,99.49446808510636
MG,dbc22125167c298ef99da25668e1011f,406,41789.16,102.9289655172414
MG,7299e27ed73d2ad986de7f7c77d919fa,338,41581.08000000001,123.02094674556216
SC,7178f9f4dd81dcef02f62acdf8151e01,203,41478.92,204.3296551724138
SP,c70c1b0d8ca86052f45a432a38b73958,261,40476.28000000001,155.08153256704986
SP,53e4c6e0f4312d4d2107a8c9cddf45cd,473,40036.189999999995,84.64310782241014
SP,855668e0971d4dfd7bef1b6a4133b41b,312,40005.36000000001,128.2223076923077
PR,e9bc59e7b60fc3063eb2290deda4cced,216,39031.560000000005,180.70166666666668
RS,87142160b41353c4e5fca2360caf6f92,305,38314.31000000001,125.62068852459021
PR,0241d4d5d36f10f80c644447315af0bd,238,38251.61000000001,160.7210504201681
SP,59417c56835dd8e2e72f91f809cd4092,18,37657.770000000004,2092.0983333333334
SP,76d5af76d0271110f9af36c92573f765,131,37541.56,286.5767938931298
SP,9c0e69c7bf2619675bbadf47b43f655a,157,36602.96,233.13987261146497
PR,88460e8ebdecbfecb5f9601833981930,248,36543.100000000006,147.35120967741938
SP,70a12e78e608ac31179aea7f8422044b,315,36465.44000000002,115.76330158730164
SP,2528513dd95219a6013d4d05176e391a,161,36438.75,226.3276397515528
MG,1554a68530182680ad5c8b042c3ab563,247,35850.78999999999,145.14489878542508
SP,7681ef142fd2c19048da7430856b5588,59,34857.93,590.8123728813559
SP,70eea00b476a314817cefde4aad4f89a,108,34764.17,321.89046296296294
SP,5c243662ce92d84573bfaff24c3e3700,98,34637.66,353.44551020408164
ES,001cca7ae9ae17fb1caed9dfb1094831,200,33934.17,169.67085
PR,e59aa562b9f8076dd550fcddf0e73491,70,33803.97,482.9138571428572
SP,1900267e848ceeba8fa32d80c1a5f5a8,411,33120.59000000001,80.5853771289538
SP,9f505651f4a6abe901a56cdc21508025,397,32391.86000000001,81.59158690176325
SP,d1c281d3ae149232351cd8c8cc885f0d,215,32339.060000000005,150.41423255813956
PR,0b90b6df587eb83608a64ea8b390cf07,164,32207.640000000003,196.38804878048782
MG,59b22a78efb79a4797979612b885db36,125,32082.07,256.65656
PR,d23019c84ffae2d5ef2270367b8605fc,39,31954.839999999997,819.3548717948717
SC,a3a38f4affed601eb87a97788c949667,254,31775.270000000008,125.09948818897641
SP,8b321bb669392f5163d04c59e235e066,943,31692.049999999996,33.6076882290562
SP,900ba814c251a692506d7834c1218441,88,31467.940000000006,357.59022727272736
SP,16090f2ca825584b5a147ab24aa30c86,402,31173.11000000002,77.54504975124382
SP,d2374cbcbb3ca4ab1086534108cc3ab7,524,30817.800000000007,58.81259541984734
RS,12b9676b00f60f3b700e83af21824c0e,135,30342.69000000001,224.76066666666674
SP,7e1fb0a3ebfb01ffb3a7dae98bf3238d,159,30335.93,190.79201257861635
SP,897060da8b9a21f655304d50fd935913,317,29887.47,94.28223974763408
SP,c003204e1ab016dfa150abc119207b24,197,29850.890000000007,151.52736040609142
RS,b32be1695eb7ec5f10f72d9610a12527,45,29831.02,662.9115555555555
SP,de23c3b98a88888289c6f5cc1209054a,164,29081.809999999998,177.32810975609755
SP,dc4a0fc896dc34b0d5bfec8438291c80,231,28795.08999999999,124.65406926406922
SP,a416b6a846a11724393025641d4edd5e,162,28670.519999999997,176.9785185185185
PR,710e3548e02bc1d2831dfc4f1b5b14d4,136,27855.070000000007,204.81669117647064
PR,1c68394e931a64f90ea236c5ea590300,142,27729.159999999996,195.2757746478873
SC,1a3df491d1c4f1589fc2b934ada68bf2,167,27594.120000000003,165.234251497006
MG,f62d7bb4a613ec758a03342d46b580b2,32,26790.589999999997,837.2059374999999
RJ,b94cc9f10ddc85e4ba73a6f7974e7101,39,26368.49,676.1151282051283
SP,7ad32824caee82087b3e2e5f33b1bf32,151,26050.32,172.51867549668873
SP,8f2ce03f928b567e3d56181ae20ae952,153,25550.010000000002,166.9935294117647
SP,729f06993dac8e860d4f02d7088ca48a,96,25479.65000000001,265.4130208333334
SP,f45122a9ab94eb4f3f8953578bc0c560,187,25404.129999999997,135.8509625668449
RS,612170e34b97004b3ba37eae81836b4c,107,25372.08,237.12224299065423
SP,b1b3948701c5c72445495bd161b83a4c,18,25185.489999999998,1399.1938888888888
MG,8444e55c1f13cd5c179851e5ca5ebd00,99,24951.27,252.0330303030303
SP,2b3e4a2a3ea8e01938cabda2a3e5cc79,52,24535.100000000002,471.8288461538462
SP,b37c4c02bda3161a7546a4e6d222d5b2,4,24487.600000000002,6121.900000000001
PR,744dac408745240a2c2528fb1b6028f3,79,24385.02,308.6711392405063
RS,06e5eefc71ec47ae763c5c6f8db7064f,92,24381.840000000004,265.02000000000004
MG,85d9eb9ddc5d00ca9336a2219c97bb13,509,24029.58,47.20939096267191
PE,40db9e9aa57f7bb151bcda6b0f9bdbb7,12,23823.989999999998,1985.3324999999998
RS,05ff92fedb5be47920fea08e501238b9,59,23808.170000000002,403.5283050847458
SP,0dd184061fb0eaa7ca37932c68ab91c5,161,23766.420000000002,147.61751552795033
SP,59fb871bf6f4522a87ba567b42dafecf,126,23754.760000000002,188.52984126984128
SP,ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,20,23695.199999999997,1184.7599999999998
SP,00ee68308b45bc5e2660cd833c3f81cc,135,23440.659999999996,173.6345185185185
SP,7b0df942f46435babab05d49b744b2c4,32,23272.78,727.274375
SP,004c9cd9d87a3c30c522c48c4fc07416,158,23263.940000000002,147.2401265822785
PR,f457c46070d02cadd8a68551231220dd,199,22807.219999999998,114.6091457286432
SP,bfd27a966d91cfaafdb25d076585f0da,117,22645.050000000003,193.54743589743592
SP,48162d548f5b1b11b9d29d1e01f75a61,68,22592.17,332.237794117647
RS,dc317f341ab0e22f39acbd9dbf9b4a1f,55,22570.13,410.36600000000004
DF,44073f8b7e41514de3b7815dd0237f4f,144,21901.93,152.0967361111111
PR,128639473a139ac0f3e5f5ade55873a5,533,21694.450000000004,40.70253283302065
MG,0c8380b62e38e8a1e6adbeba7eb9688c,182,21455.83,117.88917582417584
SP,41b39e28db005d9731d9d485a83b4c38,195,21042.910000000003,107.912358974359
SP,cd68562d3f44870c08922d380acae552,125,20777.19,166.21751999999998
SP,821fb029fc6e495ca4f08a35d51e53a5,28,20740.25,740.7232142857143
SP,54a1852d1b8f10312c55e906355666ee,200,20614.4,103.072
SP,7aa4334be125fcdd2ba64b3180029f14,217,20603.329999999994,94.94622119815665
SC,86ccac0b835037332a596a33b6949ee1,180,20588.600000000002,114.38111111111112
SP,fa40cc5b934574b62717c68f3d678b6d,307,20586.77,67.05788273615636
PR,76d64c4aca3a7baf218bf93ef7fa768d,64,20455.289999999997,319.61390624999996
SP,96493fab2fbb13a14d0c0e8772eef5c3,63,20181.229999999996,320.3369841269841
SP,d650b663c3b5f6fb392b6326366efa9a,60,20153.04,335.884
MG,2a5b78b41cd05baeac8df54c6606b92c,49,20132.83,410.8740816326531
SP,1e8b33f18b4f7598d87f5cbee2282cc2,123,20011.3,162.69349593495934
SP,527801b552d0077ffd170872eb49683b,90,20005.36,222.2817777777778
SC,c33847515fa6305ce6feb1e818569f13,114,19894.260000000002,174.51105263157896
SP,4b9750c8ad28220fe6702d4ecb7c898f,218,19305.099999999995,88.55550458715594
SC,9de4643a8dbde634fe55621059d92273,72,19282.41,267.81125
MG,2a84855fd20af891be03bc5924d2b453,164,19270.61,117.50371951219512
PR,79ebd9a61bac3eaf882805ed4ecfa12a,136,19105.140000000003,140.4789705882353
PR,165fc07beebdcb6190fba8a06db2a449,50,19081.43,381.6286
SP,4c2b230173bb36f9b240f2b8ac11786e,261,18989.839999999997,72.75800766283524
PR,a888faf2d1baececa6baf9c3d603ee1f,54,18887.32,349.7651851851852
SP,213b25e6f54661939f11710a6fddb871,155,18839.959999999995,121.54812903225803
BA,c72de06d72748d1a0dfb2125be43ba63,21,18733.18,892.0561904761905
RS,94144541854e298c2d976cb893b81343,68,18715.65,275.23014705882355
RJ,ef0ace09169ac090589d85746e3e036f,129,18538.949999999997,143.7127906976744
SP,4a3ccda38b2129705f3fb522db62ca31,66,18494.930000000004,280.2262121212122
SP,0adac9fbd9a2b63cccaac4f8756c1ca8,110,18460.22,167.82018181818182
SP,2138ccb85b11a4ec1e37afbd1c8eda1f,396,18426.250000000007,46.53093434343436
RJ,abe42c5d03695b4257b5c6cbf4e6784e,50,18158.23,363.1646
MG,229c3efbfb0ea2058de4ccdfbc3d784a,121,18106.57,149.6410743801653
SC,1b4c3a6f53068f0b6944d2d005c9fc89,113,17791.670000000002,157.44840707964605
SC,8ae520247981aa06bc94abddf5f46d34,65,17766.34,273.3283076923077
PR,01fdefa7697d26ad920e9e0346d4bd1b,129,17690.07,137.13232558139535
MG,66922902710d126a0e7d26b0e3805106,151,17581.07,116.43092715231788
MG,d921b68bf747894be13a97ae52b0f386,77,17403.81,226.02350649350652
MG,5cf13accae3222c70a9cac40818ae839,149,17402.469999999998,116.79510067114093
SC,ce248b21cb2adc36282ede306b7660e5,65,17296.95,266.10692307692307
SP,e5a38146df062edaf55c38afa99e42dc,121,17254.589999999997,142.59991735537187
MG,d94a40fd42351c259927028d163af842,101,17220.94,170.50435643564356
SP,c3acdfac4e3e97ff87529454fbc03642,12,17057.280000000002,1421.4400000000003
SP,6d66611d7c44cc30ce351abc49a68421,166,16854.370000000003,101.53234939759038
SP,2e90cb1677d35cfe24eef47d441b7c87,127,16782.160000000003,132.14299212598428
SC,669ae81880e08f269a64487cfb287169,162,16621.46,102.6016049382716
SP,f9244d45189d3a3605499abddeade7d5,21,16607.42,790.8295238095237
SP,1f1bb1f0859883505541bdd6606193e5,27,16562.870000000003,613.4396296296297
SP,3b15288545f8928d3e65a8f949a28291,104,16513.69,158.78548076923076
SP,6061155addc1e54b4cfb51c1c2a32ad8,28,16513.31,589.7610714285714
SP,a673821011d0cec28146ea42f5ab767f,129,16490.14,127.83054263565892
BA,75d34ebb1bd0bd7dde40dd507b8169c3,62,16479.51,265.79854838709673
MG,c847e075301870dd144a116762eaff9a,42,16460.780000000002,391.9233333333334
SP,a3e9a2c700480d9bb01fba070ba80a0e,130,16323.889999999996,125.56838461538459
SP,cfb1a033743668a192316f3c6d1d2671,147,16236.2,110.45034013605442
SP,8e6d7754bc7e0f22c96d255ebda59eba,85,16212.51,190.73541176470587
SP,87b740daf17b5d1be335a64164ec6842,13,16182.38,1244.7984615384614
PR,a5cba26a62b8b4d0145b68b841e62e7f,54,16120.660000000003,298.5307407407408
SP,6edacfd9f9074789dad6d62ba7950b9c,208,16087.599999999999,77.34423076923076
SP,6039e27294dc75811c0d8a39069f52c0,64,16047.169999999998,250.73703124999997
SP,1f9ab4708f3056ede07124aad39a2554,78,16043.509999999998,205.68602564102562
SP,440dd6ab244315c632130ecfb63827b1,94,15793.21,168.01287234042553
RS,ac3508719a1d8f5b7614b798f70af136,103,15792.230000000001,153.32262135922332
SP,701938c450705b8ae65fc923b70f35c7,75,15792.119999999997,210.56159999999997
MG,05f51e13da97139648b8125c31e5f51b,60,15788.3,263.1383333333333
PR,530ec6109d11eaaf87999465c6afee01,97,15640.210000000001,161.23927835051546
SP,289cdb325fb7e7f891c38608bf9e0962,110,15639.289999999999,142.17536363636364
SC,b8bc237ba3788b23da09c0f1f3a3288c,45,15621.160000000002,347.1368888888889
SP,a7f13822ceb966b076af67121f87b063,75,15595.12,207.93493333333333
SP,c31eff8334d6b3047ed34bebd4d62c36,122,15586.049999999997,127.75450819672129
SP,080199a181c46c657dc5aa235411be3b,79,15544.88,196.7706329113924
SP,aba1721a889e04decc910aa13b768ef4,83,15352.470000000001,184.96951807228916
SP,431af27f296bc6519d890aa5a05fdb11,117,15250.849999999999,130.34914529914528
SP,e2a1ac9bf33e5549a2a4f834e70df2f8,5,15200.56,3040.112
SP,c6bda72e4dbf5c5866b13cb1810c6d03,59,15196.120000000003,257.5613559322034
SP,48436dade18ac8b2bce089ec2a041202,138,15183.640000000007,110.02637681159425
SP,cf8ab1616079e2793aa29d524df01bb1,9,15150.37,1683.3744444444446
SP,2e1c9f22be269ef4643f826c9e650a52,167,15122.37,90.55311377245509
MG,0ea22c1cfbdc755f86b9b54b39c16043,237,15075.310000000003,63.60890295358651
PB,a6bd7d1ccdac48c6b33b28596b7eb122,16,15046.63,940.414375
PR,0b35c634521043bf4b47e21547b99ab5,51,15008.74,294.28901960784316
SP,1ca7077d890b907f89be8c954a02686a,115,15001.43,130.44721739130435
SP,9e6229250fedbe05838fef417b74e7fb,74,14986.650000000001,202.5222972972973
PR,00fc707aaaad2d31347cf883cd2dfe10,103,14969.990000000002,145.3397087378641
SP,ef506c96320abeedfb894c34db06f478,324,14968.430000000002,46.19885802469136
SP,d50d79cb34e38265a8649c383dcffd48,70,14944.68,213.49542857142856
SP,e26901d5ab434ce92fd9b5c256820a4e,202,14938.88,73.95485148514851
PR,e8b3a3a38279a82f0e5d006d5e5b7d2c,87,14916.39,171.45275862068965
MG,ce7d1888639e6fb06b2749cbfdac1ff7,78,14876.54,190.7248717948718
SP,813348c996469b40f2e028d5429d3495,179,14800.430000000004,82.68396648044695
MG,2b1a40c1daabc6ca280c4b815c101841,23,14634.88,636.2991304347826
RJ,d05ae8f7a5bd1d2a690a44cd079e4e27,78,14595.43,187.12089743589743
RS,f08a5b9dd6767129688d001acafc21e5,11,14565.74,1324.158181818182
RJ,240b9776d844d37535668549a396af32,36,14452.650000000001,401.46250000000003
SP,610f72e407cdd7caaa2f8167b0163fd8,16,14429.45,901.840625
MG,34d1ca11b242c0fee2c834ae8d788566,40,14404.279999999999,360.10699999999997
SP,0be8ff43f22e456b4e0371b2245e4d01,161,14384.65,89.34565217391304
SP,8d956fec2e4337affcb520f56fd8cbfd,211,14343.140000000001,67.97696682464455
SP,d6b1ce66b035a475f00c017792ff9769,92,14315.88,155.60739130434783
SP,cab85505710c7cb9b720bceb52b01cee,206,14295.24,69.39436893203883
SP,99eaacc9e6046db1c82b163c5f84869f,66,14274.52,216.28060606060606
RJ,95e03ca3d4146e4011985981aeb959b9,175,14243.499999999998,81.39142857142856
PR,80e6699fe29150b372a0c8a1ebf7dcc8,98,14154.900000000001,144.43775510204082
SC,ad97a199236354e53fcd91a5a913e9a2,17,14074.699999999999,827.9235294117647
SP,ff063b022a9a0aab91bad2c9088760b7,94,14061.27,149.58797872340426
SP,e24fc9fcd865784fb25705606fe3dfe7,52,13966.71,268.5905769230769
SP,7202e2ba20579a9bd1acb29e61fe71f6,53,13916.16,262.56905660377356
SP,5a8e7d5003a1f221f9e1d6e411de7c23,139,13866.189999999999,99.75676258992804
MG,8cc6a0e5738e61a87b03c78b2ba9db4b,24,13838.219999999998,576.5924999999999
SP,b372ee768ed69e46ca8cdbd267aa7a38,63,13813.84,219.2673015873016
MG,6cd68b3ed6d59aaa9fece558ad360c0a,149,13718.46,92.07020134228188
PR,adbc26658d6c7b4b6219f9d934598091,88,13692.249999999998,155.59374999999997
SP,c66dccfb3f109511246da627dd5a2498,45,13682.249999999998,304.04999999999995
SP,c8b0e2b0a7095e5d8219575d5e7e1181,84,13657.340000000002,162.58738095238098
SP,c60b801f2d52c7f7f91de00870882a75,41,13652.890000000001,332.99731707317073
RJ,056b4ada5bbc2c50cc7842547dda6b51,65,13639.410000000002,209.83707692307695
SP,5d378b73ab7dd6f0418d743e5dcb0bd1,7,13636.28,1948.0400000000002
SP,6e386f64c84e482f0b9abf960797ee1b,30,13563.66,452.122
RJ,70c27847eca8195c983ed7e798c56743,77,13529.180000000002,175.70363636363638
PR,1d8dbc4f32378d715c717c1c1fc57bae,92,13421.05,145.88097826086957
SP,25e6ffe976bd75618accfe16cefcbd0d,108,13396.850000000002,124.04490740740742
SP,ed4acab38528488b65a9a9c603ff024a,32,13369.76,417.805
SP,09f952a5f58d2285b0372551ae8f9b01,50,13346.460000000001,266.92920000000004
SP,039e6ad9dae79614493083e241147386,5,13273.42,2654.684
SP,c510bc1718f0f2961eaa42a23330681a,13,13211.87,1016.2976923076924
SP,ca3bd7cd9f149df75950150d010fe4a2,71,13171.37,185.51225352112678
PR,54965bbe3e4f07ae045b90b0b8541f52,78,13164.84,168.78
SP,23d7c96d4a1160db1c726b248601b25a,53,13146.52,248.04754716981134
SP,d1b65fc7debc3361ea86b5f14c68d2e2,40,13141.8,328.54499999999996
SP,562fc2f2c2863ab7e79a9e4388a58a14,260,13119.340000000002,50.45900000000001
PR,8b8cfc8305aa441e4239358c9f6f2485,15,13110.699999999999,874.0466666666666
SP,5058e8c1e82653974541e83690655b4a,63,13077.930000000002,207.58619047619052
SP,1da3aeb70d7989d1e6d9b0e887f97c23,265,13055.360000000002,49.26550943396227
SP,ce27a3cc3c8cc1ea79d11e561e9bebb6,135,13011.869999999999,96.38422222222222
SP,f262cbc1c910c83959f849465454ddd3,192,12989.850000000002,67.65546875000001
SP,66e0557ecc2b4dbea057e93f215f68d8,31,12977.990000000002,418.64483870967746
SP,4830e40640734fc1c52cd21127c341d4,210,12970.02,61.762
SP,7040e82f899a04d1b434b795a43b4617,212,12955.98,61.113113207547165
SP,b499c00f28f4b7069ff6550af8c1348a,152,12905.08,84.90184210526316
RS,b4f8921fcc4ff77b66bea6dda43dcd51,18,12863.41,714.6338888888889
MG,dd2bdf855a9172734fbc3744021ae9b9,108,12853.880000000001,119.01740740740742
SC,ccb83a794700270fde70898fe9ff368b,12,12785.73,1065.4775
SP,c9c7905cffc4ef9ff9f113554423e671,127,12766.710000000003,100.5252755905512
SP,fbc14c0cf93505ef89f64665ffa4a7b5,18,12758.93,708.8294444444444
DF,f3b80352b986ab4d1057a4b724be19d0,87,12692.73,145.89344827586206
MG,7ea5bfa6c340f58f8e71fc1f0412b0d6,98,12663.880000000001,129.22326530612247
SP,d71d863e5ef30d94e440c11be17dcd8f,29,12655.65,436.401724137931
SP,72c5da29406b4234927b81855e7b64f6,31,12652.470000000001,408.14419354838714
SP,1c129092bf23f28a5930387c980c0dfc,201,12589.29,62.633283582089554
SP,c4f7fee5b0db50e87766f5a4d1b1b758,8,12533.6,1566.7
RJ,7901646fdd36a55f564ffaf2dbccaaf7,22,12478.830000000002,567.2195454545455
SP,82e0a475a88cc9595229d8029273f045,42,12415.919999999998,295.6171428571428
SP,5343d0649eca2a983820bfe93fc4d17e,71,12393.23,174.5525352112676
SP,6973a06f484aacf400ece213dbf3d946,95,12374.619999999999,130.25915789473683
PR,c864036feaab8c1659f65ea4faebe1da,58,12299.77,212.065
SP,33a6f4b1e7cdc205511e76ba1b6e0186,105,12183.91,116.0372380952381
MG,17ca9b9e9b9ef8fdb529001b49ebb50f,116,12120.720000000001,104.48896551724138
SP,f80edd2c5aaa505cc4b0a3b219abf4b8,119,12108.940000000002,101.75579831932775
SP,dd7ddc04e1b6c2c614352b383efe2d36,122,12072.000000000002,98.95081967213116
SP,4e7c18b98d84e05cbae3ff0ff03846c2,82,12053.880000000001,146.99853658536585
SP,c4d51195486dc781531876a7d00453d8,17,12038.349999999999,708.1382352941175
SP,bba3293d6f5d5af2f415e004e8b93ae3,17,12028.79,707.5758823529412
SP,bd23da7354813347129d751591d1a6e2,89,12011.130000000001,134.95651685393258
GO,9d5a9018aee56acb367ba9c3f05d1d6a,67,11982.210000000001,178.83895522388062
SP,8b28d096634035667e8263d57ba3368c,143,11967.15,83.68636363636364
MG,31344c16881c08a8a72c6d2eb29918c1,43,11912.619999999997,277.0376744186046
SP,fffd5413c0700ac820c7069d66d98c89,60,11896.04,198.26733333333334
SC,32b8764b4ef628b53608fc34011fcc13,36,11854.42,329.2894444444444
PR,01cf7e3d21494c41fb86034f2e714fa1,61,11738.18,192.42918032786886
SC,aaed1309374718fdd995ee4c58c9dfcd,105,11708.02,111.50495238095239
SC,aafe36600ce604f205b86b5084d3d767,129,11673.199999999999,90.48992248062015
SP,9b013e03b2ab786505a1d3b5c0756754,174,11631.609999999999,66.84833333333333
SP,36a968b544695394e4e9d7572688598f,154,11628.869999999999,75.51214285714285
MG,3db66a856d18a9cba7c9241fc5221c50,94,11522.660000000002,122.58148936170214
MG,0df3984f9dfb3d49ac6366acbd3bbb85,87,11520.210000000001,132.41620689655173
SP,9d4db00d65d7760644ac0c14edb5fd86,98,11512.81,117.47765306122449
SP,92eb0f42c21942b6552362b9b114707d,341,11492.669999999998,33.70284457478005
SP,6c7d50c24b3ccd2fd83b44d8bb34e073,114,11470.189999999997,100.61570175438594
DF,5656537e588803a555b8eb41f07a944b,174,11442.959999999997,65.76413793103447
SP,cbd996ad3c1b7dc71fd0e5f5df9087e2,165,11284.96,68.39369696969696
SP,259f7b5e6e482c230e5bfaa670b6bb8f,138,11265.25,81.6322463768116
PR,81a1104df0f08b59c68aa5b03cfe398e,73,11235.27,153.9078082191781
SP,ea566164622c6b439516ab18062c42cd,50,11167.98,223.3596
PR,066a6914e1ebf3ea95a216c73a986b91,68,11115.95,163.46985294117647
SP,e5a3438891c0bfdb9394643f95273d8e,224,11112.620000000004,49.60991071428573
SP,0db783cfcd3b73998abc6e10e59a102f,132,11076.55,83.91325757575757
SP,7b07b3c7487f0ea825fc6df75abd658b,93,11074.64,119.0821505376344
SP,1c5e4e49b9079480255b49d50aac1aa9,12,11062.720000000001,921.8933333333334
SP,624f4ece8da4aafb77699233d480f8ef,53,10927.369999999999,206.17679245283017
PR,06532f10282704ef4c69168b914b77be,8,10918.739999999998,1364.8424999999997
SP,18a349e75d307f4b4cc646a691ed4216,121,10909.56,90.16165289256197
SC,7008613ea464bad5cb9b83456e1e6a8f,127,10860.05,85.51220472440944
PR,73a63f72308aa20a46f4b1632018f196,29,10785.79,371.9237931034483
SP,054694fa03fe82cec4b7551487331d74,21,10703.75,509.70238095238096
RS,5882820ef11c4c068eea0677a7a879b4,14,10664.810000000001,761.772142857143
MG,b92e3c8f9738272ff7c59e111e108d7c,62,10645.300000000001,171.6983870967742
MG,cb8bcce248bb1fb274ba762d8b971456,68,10635.02,156.39735294117648
MG,9596c870880d900012f2e8e6e30d06d7,22,10615.33,482.515
SP,17306570e772e7718c92a562d33f5f1d,29,10600.629999999997,365.5389655172413
SP,a49928bcdf77c55c6d6e05e09a9b4ca5,98,10574.250000000002,107.90051020408166
SP,7b1222c3624aa89b9558b50a2594188c,22,10561.089999999998,480.04954545454535
